id	Stato	Regione	Provincia	Comune	value
B218	Italia	Lombardia	Como	Brunate	722
B223	Italia	Lombardia	Bergamo	Brusaporto	2284
B235	Italia	Lombardia	Milano	Bubbiano	1402
B240	Italia	Lombardia	Milano	Buccinasco	16803
B255	Italia	Lombardia	Sondrio	Buglio in Monte	820
B258	Italia	Lombardia	Varese	Buguggiate	1080
B261	Italia	Lombardia	Lecco	Bulciago	1326
B262	Italia	Lombardia	Como	Bulgarograsso	1530
B272	Italia	Lombardia	Monza e della Brianza	Burago di Molgora	2200
B286	Italia	Lombardia	Milano	Buscate	2172
B289	Italia	Lombardia	Monza e della Brianza	Busnago	3350
B292	Italia	Lombardia	Milano	Bussero	4904
B300	Italia	Lombardia	Varese	Busto Arsizio	45401
B301	Italia	Lombardia	Milano	Busto Garolfo	5624
B310	Italia	Lombardia	Bergamo	San Paolo d'Argon	2754
B313	Italia	Lombardia	Como	Cabiate	3705
B346	Italia	Lombardia	Como	Cadorago	3676
B347	Italia	Lombardia	Varese	Cadrezzate	827
B359	Italia	Lombardia	Como	Cagno	689
B365	Italia	Lombardia	Brescia	Caino	906
B368	Italia	Lombardia	Varese	Cairate	3619
B393	Italia	Lombardia	Brescia	Calcinato	3428
B394	Italia	Lombardia	Bergamo	Calcio	7731
B395	Italia	Lombardia	Bergamo	Calcio	4035
B396	Italia	Lombardia	Lecco	Calco	2255
B423	Italia	Lombardia	Lecco	Calolziocorte	6440
B434	Italia	Lombardia	Bergamo	Calusco d'Adda	4285
B436	Italia	Lombardia	Brescia	Calvagese della Riviera	1985
B439	Italia	Lombardia	Cremona	Calvatone	652
B442	Italia	Lombardia	Bergamo	Calvenzano	1947
B448	Italia	Lombardia	Milano	Calvignasco	798
B450	Italia	Lombardia	Brescia	Calvisano	4177
B461	Italia	Lombardia	Milano	Cambiago	3721
B484	Italia	Lombardia	Cremona	Camisano	770
B501	Italia	Lombardia	Monza e della Brianza	Camparada	676
B513	Italia	Lombardia	Como	Campione d'Italia	19511
B530	Italia	Lombardia	Sondrio	Campodolcino	760
B587	Italia	Lombardia	Pavia	Candia Lomellina	865
B593	Italia	Lombardia	Milano	Canegrate	5927
B612	Italia	Lombardia	Mantova	Canneto sull'Oglio	2677
B613	Italia	Lombardia	Pavia	Canneto Pavese	1089
B618	Italia	Lombardia	Bergamo	Canonica d'Adda	2584
B634	Italia	Lombardia	Varese	Cantello	1355
B639	Italia	Lombardia	Como	Cantu'	17875
B641	Italia	Lombardia	Como	Canzo	2314
B650	Italia	Lombardia	Cremona	Capergnanica	1068
B653	Italia	Lombardia	Como	Capiago Intimiano	2220
B664	Italia	Lombardia	Brescia	Capo di Ponte	1123
B671	Italia	Lombardia	Monza e della Brianza	Caponago	2433
B686	Italia	Lombardia	Cremona	Capralba	1280
B698	Italia	Lombardia	Brescia	Capriano del Colle	2276
B703	Italia	Lombardia	Bergamo	Capriate San Gervasio	4068
B710	Italia	Lombardia	Bergamo	Caprino Bergamasco	1470
B711	Italia	Lombardia	Brescia	Capriolo	6435
B729	Italia	Lombardia	Monza e della Brianza	Carate Brianza	7988
B731	Italia	Lombardia	Bergamo	Caravaggio	8081
B732	Italia	Lombardia	Varese	Caravate	1041
B739	Italia	Lombardia	Mantova	Carbonara di Po	832
B741	Italia	Lombardia	Pavia	Carbonara al Ticino	658
B742	Italia	Lombardia	Como	Carbonate	1158
B754	Italia	Lombardia	Varese	Cardano al Campo	8792
B763	Italia	Lombardia	Lecco	Carenno	506
B778	Italia	Lombardia	Como	Carimate	1468
B785	Italia	Lombardia	Como	Carlazzo	764
B796	Italia	Lombardia	Varese	Carnago	2797
B798	Italia	Lombardia	Monza e della Brianza	Carnate	4220
B801	Italia	Lombardia	Bergamo	Carobbio degli Angeli	2609
B805	Italia	Lombardia	Varese	Caronno Pertusella	10285
B807	Italia	Lombardia	Varese	Caronno Varesino	2305
B817	Italia	Lombardia	Brescia	Carpenedolo	7611
B820	Italia	Lombardia	Milano	Carpiano	2347
B824	Italia	Lombardia	Pavia	Cura Carpignano	2367
B850	Italia	Lombardia	Milano	Carugate	8716
B851	Italia	Lombardia	Como	Carugo	2447
B854	Italia	Lombardia	Bergamo	Carvico	1791
B869	Italia	Lombardia	Cremona	Casalbuttano ed Uniti	1812
B875	Italia	Lombardia	Varese	Casale Litta	1103
B881	Italia	Lombardia	Cremona	Casale Cremasco-Vidolasco	1438
B887	Italia	Lombardia	Lodi	Casaletto Lodigiano	1335
B889	Italia	Lombardia	Cremona	Casaletto Ceredano	720
B891	Italia	Lombardia	Cremona	Casaletto Vaprio	1093
B898	Italia	Lombardia	Cremona	Casalmaggiore	8085
B899	Italia	Lombardia	Lodi	Casalmaiocco	1493
B900	Italia	Lombardia	Cremona	Casalmorano	884
B901	Italia	Lombardia	Mantova	Casalmoro	1289
B907	Italia	Lombardia	Mantova	Casaloldo	1429
B910	Italia	Lombardia	Lodi	Casalpusterlengo	8924
B911	Italia	Lombardia	Mantova	Casalromano	868
B914	Italia	Lombardia	Cremona	Pozzaglio ed Uniti	792
B921	Italia	Lombardia	Varese	Casalzuigno	621
B938	Italia	Lombardia	Milano	Casarile	2428
B943	Italia	Lombardia	Lecco	Casatenovo	5367
B947	Italia	Lombardia	Bergamo	Casazza	2075
B949	Italia	Lombardia	Varese	Casciago	1808
B954	Italia	Lombardia	Pavia	Casei Gerola	1492
B958	Italia	Lombardia	Lodi	Caselle Lurani	2594
B961	Italia	Lombardia	Lodi	Caselle Landi	880
B971	Italia	Lombardia	Bergamo	Casirate d'Adda	2063
B974	Italia	Lombardia	Como	Caslino d'Erba	826
B977	Italia	Lombardia	Como	Casnate con Bernate	1926
B978	Italia	Lombardia	Bergamo	Casnigo	1118
B987	Italia	Lombardia	Varese	Casorate Sempione	3093
B988	Italia	Lombardia	Pavia	Casorate Primo	5885
B989	Italia	Lombardia	Milano	Casorezzo	2460
B993	Italia	Lombardia	Sondrio	Caspoggio	942
B996	Italia	Lombardia	Lecco	Cassago Brianza	1961
C003	Italia	Lombardia	Milano	Cassano d'Adda	11103
C004	Italia	Lombardia	Varese	Cassano Magnago	10733
C013	Italia	Lombardia	Milano	Pero	6548
C014	Italia	Lombardia	Milano	Cassina de' Pecchi	7897
C020	Italia	Lombardia	Como	Cassina Rizzardi	1466
C033	Italia	Lombardia	Milano	Cassinetta di Lugagnano	672
C038	Italia	Lombardia	Pavia	Cassolnovo	3029
C052	Italia	Lombardia	Milano	Castano Primo	5179
C053	Italia	Lombardia	Pavia	Casteggio	4285
C055	Italia	Lombardia	Brescia	Castegnato	4081
C059	Italia	Lombardia	Mantova	Castelbelforte	1508
C072	Italia	Lombardia	Brescia	Castelcovati	8468
C076	Italia	Lombardia	Mantova	Castel d'Ario	2672
C079	Italia	Lombardia	Bergamo	Castelli Calepio	5968
C118	Italia	Lombardia	Mantova	Castel Goffredo	7086
C139	Italia	Lombardia	Varese	Castellanza	8251
C153	Italia	Lombardia	Cremona	Castelleone	4866
C181	Italia	Lombardia	Varese	Castelveccana	948
C184	Italia	Lombardia	Pavia	Castello d'Agogna	537
C187	Italia	Lombardia	Lecco	Castello di Brianza	893
C195	Italia	Lombardia	Mantova	Castellucchio	2511
C206	Italia	Lombardia	Como	Castelmarte	520
C208	Italia	Lombardia	Brescia	Castel Mella	5931
C228	Italia	Lombardia	Lodi	Castelnuovo Bocca d'Adda	1026
C255	Italia	Lombardia	Bergamo	Castel Rozzone	1413
C273	Italia	Lombardia	Varese	Castelseprio	525
C293	Italia	Lombardia	Brescia	Castenedolo	5600
C300	Italia	Lombardia	Varese	Castiglione Olona	3501
C304	Italia	Lombardia	Lodi	Castiglione d'Adda	2662
C312	Italia	Lombardia	Mantova	Castiglione delle Stiviere	15712
C324	Italia	Lombardia	Sondrio	Castione Andevenno	1661
C325	Italia	Lombardia	Bergamo	Castione della Presolana	632
C329	Italia	Lombardia	Lodi	Castiraga Vidardo	1194
C330	Italia	Lombardia	Brescia	Casto	893
C332	Italia	Lombardia	Brescia	Castrezzato	6289
C337	Italia	Lombardia	Bergamo	Castro	852
C343	Italia	Lombardia	Varese	Castronno	2245
C360	Italia	Lombardia	Pavia	Cava Manara	2819
C362	Italia	Lombardia	Lodi	Cavacurta	805
C374	Italia	Lombardia	Como	Cavallasca	1207
C382	Italia	Lombardia	Varese	Cavaria con Premezzo	3008
C394	Italia	Lombardia	Lodi	Cavenago d'Adda	1174
C395	Italia	Lombardia	Monza e della Brianza	Cavenago di Brianza	4120
C396	Italia	Lombardia	Bergamo	Cavernago	1401
C406	Italia	Lombardia	Mantova	Cavriana	1840
C408	Italia	Lombardia	Brescia	Cazzago San Martino	4940
C417	Italia	Lombardia	Brescia	Cedegolo	680
C439	Italia	Lombardia	Brescia	Cellatica	2421
C456	Italia	Lombardia	Bergamo	Cenate Sopra	905
C457	Italia	Lombardia	Bergamo	Cenate Sotto	1339
C459	Italia	Lombardia	Bergamo	Cene	1607
C484	Italia	Lombardia	Pavia	Ceranova	1282
C502	Italia	Lombardia	Mantova	Ceresara	1175
C506	Italia	Lombardia	Bergamo	Cerete	706
C512	Italia	Lombardia	Monza e della Brianza	Ceriano Laghetto	2955
C516	Italia	Lombardia	Como	Cermenate	4085
C520	Italia	Lombardia	Como	Cernobbio	2926
C521	Italia	Lombardia	Lecco	Cernusco Lombardone	1867
C523	Italia	Lombardia	Milano	Cernusco sul Naviglio	17204
C536	Italia	Lombardia	Milano	Cerro al Lambro	2631
C537	Italia	Lombardia	Milano	Cerro Maggiore	8082
C541	Italia	Lombardia	Pavia	Certosa di Pavia	2516
C551	Italia	Lombardia	Pavia	Cervesina	955
C555	Italia	Lombardia	Lodi	Cervignano d'Adda	888
C563	Italia	Lombardia	Lecco	Cesana Brianza	753
C565	Italia	Lombardia	Milano	Cesano Boscone	17866
C566	Italia	Lombardia	Monza e della Brianza	Cesano Maderno	20069
C569	Italia	Lombardia	Milano	Cesate	7948
C585	Italia	Lombardia	Brescia	Ceto	1052
C618	Italia	Lombardia	Brescia	Chiari	17794
C623	Italia	Lombardia	Sondrio	Chiavenna	3286
C628	Italia	Lombardia	Sondrio	Chiesa in Valmalenco	1505
C634	Italia	Lombardia	Cremona	Chieve	1227
C635	Italia	Lombardia	Bergamo	Chignolo d'Isola	1627
C637	Italia	Lombardia	Pavia	Chignolo Po	2395
C649	Italia	Lombardia	Bergamo	Chiuduno	2753
C651	Italia	Lombardia	Sondrio	Chiuro	1223
C684	Italia	Lombardia	Pavia	Cigognola	797
C685	Italia	Lombardia	Brescia	Cigole	635
C686	Italia	Lombardia	Pavia	Cilavegna	2594
C698	Italia	Lombardia	Brescia	Tavernole sul Mella	526
C703	Italia	Lombardia	Cremona	Cingia de' Botti	566
C707	Italia	Lombardia	Milano	Cinisello Balsamo	59028
C724	Italia	Lombardia	Como	Cirimido	1029
C728	Italia	Lombardia	Bergamo	Cisano Bergamasco	2676
C730	Italia	Lombardia	Bergamo	Ciserano	3419
C732	Italia	Lombardia	Varese	Cislago	5180
C733	Italia	Lombardia	Milano	Cisliano	1829
C751	Italia	Lombardia	Varese	Cittiglio	1828
C752	Italia	Lombardia	Lecco	Civate	1765
C759	Italia	Lombardia	Bergamo	Cividate al Piano	3344
C760	Italia	Lombardia	Brescia	Cividate Camuno	1323
C796	Italia	Lombardia	Varese	Clivio	503
C800	Italia	Lombardia	Bergamo	Clusone	3821
C806	Italia	Lombardia	Brescia	Coccaglio	6222
C810	Italia	Lombardia	Varese	Cocquio-Trevisago	2145
C813	Italia	Lombardia	Pavia	Codevilla	625
C816	Italia	Lombardia	Lodi	Codogno	8494
C820	Italia	Lombardia	Monza e della Brianza	Cogliate	3467
C839	Italia	Lombardia	Lecco	Colico	3992
C850	Italia	Lombardia	Brescia	Collebeato	1807
C851	Italia	Lombardia	Lecco	Colle Brianza	635
C883	Italia	Lombardia	Brescia	Collio	1506
C893	Italia	Lombardia	Brescia	Cologne	4594
C894	Italia	Lombardia	Bergamo	Cologno al Serio	6047
C895	Italia	Lombardia	Milano	Cologno Monzese	35518
C902	Italia	Lombardia	Como	Colonno	739
C903	Italia	Lombardia	Sondrio	Colorina	822
C908	Italia	Lombardia	Milano	Colturano	1275
C910	Italia	Lombardia	Bergamo	Colzate	583
C911	Italia	Lombardia	Varese	Comabbio	516
C917	Italia	Lombardia	Lodi	Comazzo	1267
C922	Italia	Lombardia	Varese	Comerio	1063
C925	Italia	Lombardia	Brescia	Comezzano-Cizzago	3206
C933	Italia	Lombardia	Como	Como	48064
C937	Italia	Lombardia	Bergamo	Comun Nuovo	2024
C948	Italia	Lombardia	Brescia	Concesio	7526
C952	Italia	Lombardia	Monza e della Brianza	Concorezzo	6858
C958	Italia	Lombardia	Pavia	Confienza	612
C979	Italia	Lombardia	Pavia	Copiano	1018
C986	Italia	Lombardia	Milano	Corbetta	9644
D013	Italia	Lombardia	Milano	Cormano	11948
D018	Italia	Lombardia	Milano	Cornaredo	11341
D019	Italia	Lombardia	Monza e della Brianza	Cornate d'Adda	4477
D021	Italia	Lombardia	Lodi	Cornegliano Laudense	1306
D028	Italia	Lombardia	Lodi	Corno Giovine	532
D038	Italia	Lombardia	Monza e della Brianza	Correzzana	1145
D045	Italia	Lombardia	Milano	Corsico	24695
D056	Italia	Lombardia	Cremona	Corte de' Cortesi con Cignone	683
D057	Italia	Lombardia	Cremona	Corte de' Frati	930
D058	Italia	Lombardia	Brescia	Corte Franca	3990
D064	Italia	Lombardia	Brescia	Corteno Golgi	1194
D066	Italia	Lombardia	Bergamo	Cortenuova	1149
D067	Italia	Lombardia	Pavia	Corteolona	2388
D068	Italia	Lombardia	Lodi	Corte Palasio	817
D082	Italia	Lombardia	Brescia	Corzano	608
D088	Italia	Lombardia	Sondrio	Cosio Valtellino	2870
D110	Italia	Lombardia	Bergamo	Costa di Mezzate	1794
D112	Italia	Lombardia	Lecco	Costa Masnaga	2308
D117	Italia	Lombardia	Bergamo	Costa Volpino	5114
D126	Italia	Lombardia	Bergamo	Covo	2465
D139	Italia	Lombardia	Bergamo	Credaro	2412
D141	Italia	Lombardia	Cremona	Credera Rubbiano	687
D142	Italia	Lombardia	Cremona	Crema	18678
D143	Italia	Lombardia	Lecco	Cremella	745
D150	Italia	Lombardia	Cremona	Cremona	41898
D151	Italia	Lombardia	Cremona	Cremosano	866
D159	Italia	Lombardia	Lodi	Crespiatica	1234
D192	Italia	Lombardia	Varese	Cuasso al Monte	1066
D196	Italia	Lombardia	Como	Cucciago	1342
D198	Italia	Lombardia	Milano	Cuggiono	4452
D199	Italia	Lombardia	Varese	Cugliate-Fabiasco	896
D204	Italia	Lombardia	Varese	Cunardo	1489
D221	Italia	Lombardia	Bergamo	Curno	3494
D227	Italia	Lombardia	Mantova	Curtatone	6199
D229	Italia	Lombardia	Milano	Cusago	1191
D231	Italia	Lombardia	Milano	Cusano Milanino	10061
D238	Italia	Lombardia	Varese	Cuveglio	1565
D239	Italia	Lombardia	Varese	Cuvio	752
D244	Italia	Lombardia	Milano	Dairago	2587
D245	Italia	Lombardia	Bergamo	Dalmine	12024
D251	Italia	Lombardia	Brescia	Darfo Boario Terme	10600
D256	Italia	Lombardia	Varese	Daverio	1372
D266	Italia	Lombardia	Sondrio	Delebio	1775
D270	Italia	Lombardia	Brescia	Dello	3034
D280	Italia	Lombardia	Lecco	Dervio	1064
D284	Italia	Lombardia	Brescia	Desenzano del Garda	20570
D286	Italia	Lombardia	Monza e della Brianza	Desio	21646
D327	Italia	Lombardia	Lecco	Dolzago	892
D329	Italia	Lombardia	Como	Domaso	719
D341	Italia	Lombardia	Como	Dongo	1234
D348	Italia	Lombardia	Pavia	Dorno	2057
D351	Italia	Lombardia	Mantova	Dosolo	1202
D358	Italia	Lombardia	Cremona	Dovera	2264
D367	Italia	Lombardia	Milano	Dresano	1497
D377	Italia	Lombardia	Sondrio	Dubino	1766
D391	Italia	Lombardia	Brescia	Edolo	2368
D406	Italia	Lombardia	Bergamo	Endine Gaiano	1684
D411	Italia	Lombardia	Bergamo	Entratico	837
D416	Italia	Lombardia	Como	Erba	8580
D421	Italia	Lombardia	Brescia	Erbusco	5537
D434	Italia	Lombardia	Brescia	Esine	3247
D445	Italia	Lombardia	Como	Eupilio	1045
D467	Italia	Lombardia	Varese	Fagnano Olona	5449
D482	Italia	Lombardia	Como	Faloppio	1140
D490	Italia	Lombardia	Bergamo	Fara Gera d'Adda	3878
D491	Italia	Lombardia	Bergamo	Fara Olivana con Sola	766
D529	Italia	Lombardia	Mantova	Felonica	895
D531	Italia	Lombardia	Como	Fenegro'	1264
D543	Italia	Lombardia	Varese	Ferno	3663
D552	Italia	Lombardia	Pavia	Ferrera Erbognone	629
D574	Italia	Lombardia	Cremona	Fiesco	557
D576	Italia	Lombardia	Brescia	Fiesse	1042
D579	Italia	Lombardia	Como	Figino Serenza	2368
D588	Italia	Lombardia	Bergamo	Filago	1616
D594	Italia	Lombardia	Pavia	Filighera	585
D605	Italia	Lombardia	Como	Fino Mornasco	5096
D606	Italia	Lombardia	Bergamo	Fiorano al Serio	1297
D634	Italia	Lombardia	Brescia	Flero	4054
D660	Italia	Lombardia	Lodi	Fombio	1201
D672	Italia	Lombardia	Bergamo	Fontanella	2289
D697	Italia	Lombardia	Bergamo	Foresto Sparso	1933
D710	Italia	Lombardia	Cremona	Formigara	578
D727	Italia	Lombardia	Bergamo	Fornovo San Giovanni	1596
D834	Italia	Lombardia	Cremona	Gabbioneta-Binanuova	579
D841	Italia	Lombardia	Cremona	Gadesco-Pieve Delmona	1148
D845	Italia	Lombardia	Milano	Gaggiano	5109
D865	Italia	Lombardia	Lecco	Galbiate	3065
D868	Italia	Lombardia	Lodi	Galgagnano	689
D869	Italia	Lombardia	Varese	Gallarate	32503
D891	Italia	Lombardia	Brescia	Gambara	2081
D901	Italia	Lombardia	Pavia	Gambolo'	4286
D905	Italia	Lombardia	Bergamo	Gandino	2079
D906	Italia	Lombardia	Bergamo	Gandosso	850
D912	Italia	Lombardia	Milano	Garbagnate Milanese	18431
D913	Italia	Lombardia	Lecco	Garbagnate Monastero	852
D917	Italia	Lombardia	Brescia	Gardone Riviera	1988
D918	Italia	Lombardia	Brescia	Gardone Val Trompia	6559
D924	Italia	Lombardia	Brescia	Gargnano	1913
D925	Italia	Lombardia	Pavia	Garlasco	4238
D926	Italia	Lombardia	Lecco	Garlate	1313
D940	Italia	Lombardia	Brescia	Gavardo	7160
D946	Italia	Lombardia	Varese	Gavirate	4306
D949	Italia	Lombardia	Mantova	Gazoldo degli Ippoliti	1789
D951	Italia	Lombardia	Varese	Gazzada Schianno	2157
D952	Italia	Lombardia	Bergamo	Gazzaniga	1978
D959	Italia	Lombardia	Mantova	Gazzuolo	1053
D963	Italia	Lombardia	Varese	Gemonio	1548
D966	Italia	Lombardia	Cremona	Genivolta	600
D980	Italia	Lombardia	Pavia	Gerenzago	714
D981	Italia	Lombardia	Varese	Gerenzano	5738
D987	Italia	Lombardia	Varese	Germignaga	1503
D993	Italia	Lombardia	Cremona	Gerre de' Caprioli	605
D995	Italia	Lombardia	Milano	Gessate	5701
D999	Italia	Lombardia	Brescia	Ghedi	11655
E006	Italia	Lombardia	Bergamo	Ghisalba	3194
E010	Italia	Lombardia	Brescia	Gianico	1035
E051	Italia	Lombardia	Como	Gironico	691
E062	Italia	Lombardia	Pavia	Giussago	2501
E063	Italia	Lombardia	Monza e della Brianza	Giussano	10556
E072	Italia	Lombardia	Pavia	Godiasco	1815
E078	Italia	Lombardia	Mantova	Goito	5318
E079	Italia	Lombardia	Varese	Golasecca	1258
E089	Italia	Lombardia	Mantova	Gonzaga	4824
E090	Italia	Lombardia	Sondrio	Gordona	751
E094	Italia	Lombardia	Milano	Gorgonzola	11612
E100	Italia	Lombardia	Bergamo	Gorlago	2595
E101	Italia	Lombardia	Varese	Gorla Maggiore	2412
E102	Italia	Lombardia	Varese	Gorla Minore	4296
E103	Italia	Lombardia	Bergamo	Gorle	2621
E104	Italia	Lombardia	Varese	Gornate-Olona	902
E106	Italia	Lombardia	Bergamo	Gorno	704
E116	Italia	Lombardia	Brescia	Gottolengo	2771
E127	Italia	Lombardia	Lodi	Graffignana	1438
E139	Italia	Lombardia	Como	Grandate	1256
E141	Italia	Lombardia	Como	Grandola ed Uniti	614
E144	Italia	Lombardia	Varese	Grantola	633
E148	Italia	Lombardia	Bergamo	Grassobbio	3211
E151	Italia	Lombardia	Como	Gravedona	980
E152	Italia	Lombardia	Pavia	Gravellona Lomellina	1180
E170	Italia	Lombardia	Milano	Grezzago	1604
E172	Italia	Lombardia	Como	Griante	522
E193	Italia	Lombardia	Cremona	Grontardo	650
E195	Italia	Lombardia	Pavia	Gropello Cairoli	2190
E200	Italia	Lombardia	Sondrio	Grosio	2387
E201	Italia	Lombardia	Sondrio	Grosotto	734
E217	Italia	Lombardia	Cremona	Grumello Cremonese ed Uniti	1135
E219	Italia	Lombardia	Bergamo	Grumello del Monte	3271
E235	Italia	Lombardia	Como	Guanzate	2334
E238	Italia	Lombardia	Lodi	Guardamiglio	1379
E258	Italia	Lombardia	Milano	Gudo Visconti	661
E261	Italia	Lombardia	Mantova	Guidizzolo	3473
E265	Italia	Lombardia	Pavia	Siziano	3105
E271	Italia	Lombardia	Brescia	Gussago	8223
E272	Italia	Lombardia	Cremona	Gussola	1485
E280	Italia	Lombardia	Brescia	Idro	894
E287	Italia	Lombardia	Lecco	Imbersago	873
E299	Italia	Lombardia	Varese	Induno Olona	4965
E305	Italia	Lombardia	Lecco	Introbio	721
E309	Italia	Lombardia	Como	Inverigo	3350
E310	Italia	Lombardia	Pavia	Inverno e Monteleone	524
E313	Italia	Lombardia	Milano	Inveruno	3701
E317	Italia	Lombardia	Milano	Inzago	5231
E333	Italia	Lombardia	Brescia	Iseo	5514
E364	Italia	Lombardia	Brescia	Isorella	1853
E367	Italia	Lombardia	Varese	Ispra	2388
E380	Italia	Lombardia	Cremona	Izano	1063
E386	Italia	Lombardia	Varese	Jerago con Orago	2142
E395	Italia	Lombardia	Milano	Lacchiarella	5277
E415	Italia	Lombardia	Milano	Lainate	13580
E422	Italia	Lombardia	Bergamo	Lallio	2151
E428	Italia	Lombardia	Como	Lambrugo	923
E437	Italia	Lombardia	Pavia	Landriano	3653
E443	Italia	Lombardia	Sondrio	Lanzada	616
E454	Italia	Lombardia	Pavia	Lardirago	585
E494	Italia	Lombardia	Varese	Lavena Ponte Tresa	1320
E496	Italia	Lombardia	Varese	Laveno-Mombello	4097
E504	Italia	Lombardia	Monza e della Brianza	Lazzate	3116
E507	Italia	Lombardia	Lecco	Lecco	24005
E509	Italia	Lombardia	Bergamo	Leffe	1727
E510	Italia	Lombardia	Varese	Leggiuno	1460
E514	Italia	Lombardia	Milano	Legnano	34536
E525	Italia	Lombardia	Como	Lenno	1228
E526	Italia	Lombardia	Brescia	Leno	8299
E530	Italia	Lombardia	Monza e della Brianza	Lentate sul Seveso	7060
E550	Italia	Lombardia	Monza e della Brianza	Lesmo	3477
E562	Italia	Lombardia	Bergamo	Levate	1614
E569	Italia	Lombardia	Como	Lezzeno	1439
E581	Italia	Lombardia	Lecco	Lierna	931
E591	Italia	Lombardia	Monza e della Brianza	Limbiate	21892
E593	Italia	Lombardia	Como	Limido Comasco	1939
E596	Italia	Lombardia	Brescia	Limone sul Garda	2469
E600	Italia	Lombardia	Pavia	Linarolo	1300
E607	Italia	Lombardia	Como	Lipomo	2844
E610	Italia	Lombardia	Milano	Liscate	2221
E617	Italia	Lombardia	Monza e della Brianza	Lissone	20891
E621	Italia	Lombardia	Sondrio	Livigno	9110
E627	Italia	Lombardia	Lodi	Livraga	1272
E638	Italia	Lombardia	Como	Locate Varesino	2113
E639	Italia	Lombardia	Milano	Locate di Triulzi	5283
E648	Italia	Lombardia	Lodi	Lodi	29238
E651	Italia	Lombardia	Lodi	Lodi Vecchio	5182
E652	Italia	Lombardia	Brescia	Lodrino	607
E654	Italia	Lombardia	Brescia	Lograto	2265
E656	Italia	Lombardia	Lecco	Lomagna	2498
E659	Italia	Lombardia	Como	Lomazzo	4893
E662	Italia	Lombardia	Pavia	Lomello	924
E665	Italia	Lombardia	Varese	Lonate Ceppino	2143
E666	Italia	Lombardia	Varese	Lonate Pozzolo	6137
E667	Italia	Lombardia	Brescia	Lonato del Garda	3280
E679	Italia	Lombardia	Como	Longone al Segrino	730
E704	Italia	Lombardia	Bergamo	Lovere	3189
E734	Italia	Lombardia	Varese	Luino	5711
E735	Italia	Lombardia	Como	Luisago	1143
E738	Italia	Lombardia	Brescia	Lumezzane	12683
E749	Italia	Lombardia	Como	Lurago d'Erba	2222
E750	Italia	Lombardia	Como	Lurago Marinone	1100
E751	Italia	Lombardia	Bergamo	Lurano	1159
E753	Italia	Lombardia	Como	Lurate Caccivio	4041
E769	Italia	Lombardia	Varese	Luvinate	603
E775	Italia	Lombardia	Varese	Maccagno	679
E786	Italia	Lombardia	Monza e della Brianza	Macherio	2835
E787	Italia	Lombardia	Brescia	Maclodio	1042
E793	Italia	Lombardia	Cremona	Madignano	1789
E794	Italia	Lombardia	Bergamo	Madone	2327
E801	Italia	Lombardia	Milano	Magenta	11643
E804	Italia	Lombardia	Pavia	Magherno	1164
E818	Italia	Lombardia	Mantova	Magnacavallo	1076
E819	Italia	Lombardia	Milano	Magnago	3826
E840	Italia	Lombardia	Lodi	Mairago	681
E841	Italia	Lombardia	Brescia	Mairano	1853
E843	Italia	Lombardia	Cremona	Malagnino	654
E851	Italia	Lombardia	Brescia	Malegno	895
E852	Italia	Lombardia	Lodi	Maleo	1728
E858	Italia	Lombardia	Lecco	Malgrate	2654
E863	Italia	Lombardia	Varese	Malnate	7944
E865	Italia	Lombardia	Brescia	Malonno	1460
E879	Italia	Lombardia	Lecco	Mandello del Lario	3967
E883	Italia	Lombardia	Brescia	Manerba del Garda	3119
E884	Italia	Lombardia	Brescia	Manerbio	8743
E897	Italia	Lombardia	Mantova	Mantova	29294
E901	Italia	Lombardia	Bergamo	Mapello	2686
E921	Italia	Lombardia	Milano	Marcallo con Casone	2697
E922	Italia	Lombardia	Mantova	Marcaria	3366
E928	Italia	Lombardia	Brescia	Marcheno	1875
E929	Italia	Lombardia	Varese	Marchirolo	1114
E934	Italia	Lombardia	Pavia	Marcignago	1252
E951	Italia	Lombardia	Como	Mariano Comense	10881
E962	Italia	Lombardia	Mantova	Marmirolo	3739
E965	Italia	Lombardia	Varese	Marnate	2944
E967	Italia	Lombardia	Brescia	Marone	1823
E983	Italia	Lombardia	Cremona	Martignana di Po	932
E987	Italia	Lombardia	Bergamo	Martinengo	5445
E994	Italia	Lombardia	Lodi	Marudo	813
E999	Italia	Lombardia	Pavia	Marzano	832
F003	Italia	Lombardia	Milano	Masate	1629
F017	Italia	Lombardia	Como	Maslianico	1603
F028	Italia	Lombardia	Lodi	Massalengo	2548
F063	Italia	Lombardia	Brescia	Mazzano	5937
F070	Italia	Lombardia	Sondrio	Mazzo di Valtellina	530
F078	Italia	Lombardia	Monza e della Brianza	Meda	10139
F080	Italia	Lombardia	Pavia	Mede	3222
F084	Italia	Lombardia	Milano	Mediglia	7444
F085	Italia	Lombardia	Bergamo	Medolago	1140
F086	Italia	Lombardia	Mantova	Medole	1983
F100	Italia	Lombardia	Milano	Melegnano	10456
F119	Italia	Lombardia	Milano	Melzo	11500
F120	Italia	Lombardia	Como	Menaggio	2248
F133	Italia	Lombardia	Lecco	Merate	7078
F134	Italia	Lombardia	Varese	Mercallo	806
F149	Italia	Lombardia	Lodi	Merlino	1367
F151	Italia	Lombardia	Como	Merone	2060
F153	Italia	Lombardia	Sondrio	Mese	613
F155	Italia	Lombardia	Milano	Mesero	1643
F165	Italia	Lombardia	Monza e della Brianza	Mezzago	2603
